Wall time,Step,Value
1682506290.391692,200,0.0
1682506292.183499,400,0.0
1682506293.927387,600,0.0
1682506295.902847,800,0.0
1682506297.811857,1000,0.0
1682506300.180135,1200,0.0416666679084301
1682506302.447071,1400,0.0357142873108387
1682506304.427967,1600,0.03125
1682506306.5414689,1800,0.02777777798473835
1682506308.738237,2000,0.02500000037252903
1682506311.083061,2200,0.022727273404598236
1682506313.29248,2400,0.02083333395421505
1682506315.524402,2600,0.01923076994717121
1682506317.862667,2800,0.01785714365541935
1682506319.760448,3000,0.01666666753590107
1682506321.6718469,3200,0.015625
1682506323.713017,3400,0.014705882407724857
1682506325.79498,3600,0.013888888992369175
1682506327.974136,3800,0.01315789483487606
1682506329.789729,4000,0.012500000186264515
1682506332.016501,4200,0.011904762126505375
1682506334.0830579,4400,0.011363636702299118
1682506336.1546528,4600,0.010869565419852734
1682506338.192118,4800,0.010416666977107525
1682506340.067942,5000,0.009999999776482582
1682506342.094858,5200,0.009999999776482582
1682506344.01232,5400,0.009999999776482582
1682506346.024948,5600,0.009999999776482582
1682506348.1031811,5800,0.009999999776482582
1682506350.051538,6000,0.009999999776482582
1682506352.121187,6200,0.0
1682506354.108871,6400,0.0
1682506356.090143,6600,0.0
1682506358.103447,6800,0.0
1682506359.962307,7000,0.0
1682506362.010293,7200,0.0
1682506364.0815449,7400,0.0
1682506366.0836139,7600,0.0
1682506368.110143,7800,0.009999999776482582
1682506370.020437,8000,0.009999999776482582
1682506372.028518,8200,0.009999999776482582
1682506374.047791,8400,0.009999999776482582
1682506376.1010299,8600,0.009999999776482582
1682506378.155062,8800,0.009999999776482582
1682506380.0625558,9000,0.009999999776482582
1682506382.157865,9200,0.009999999776482582
1682506384.2041101,9400,0.009999999776482582
1682506386.245545,9600,0.009999999776482582
1682506388.422297,9800,0.009999999776482582
1682506390.425149,10000,0.029999999329447746
1682506392.538365,10200,0.05000000074505806
1682506394.692189,10400,0.05000000074505806
1682506396.6893141,10600,0.05999999865889549
1682506398.847391,10800,0.05999999865889549
1682506400.918595,11000,0.05999999865889549
1682506402.976656,11200,0.05999999865889549
1682506405.042808,11400,0.07000000029802322
1682506406.976083,11600,0.07999999821186066
1682506409.010022,11800,0.07999999821186066
1682506411.0738728,12000,0.09000000357627869
1682506413.3437529,12200,0.10000000149011612
1682506415.4630668,12400,0.10999999940395355
1682506417.431818,12600,0.10999999940395355
1682506419.514475,12800,0.10000000149011612
1682506421.577662,13000,0.10999999940395355
1682506423.5293581,13200,0.10999999940395355
1682506425.592097,13400,0.14000000059604645
1682506427.52224,13600,0.1599999964237213
1682506429.587976,13800,0.18000000715255737
1682506431.616323,14000,0.1899999976158142
1682506433.5684218,14200,0.20999999344348907
1682506435.623786,14400,0.23999999463558197
1682506437.575955,14600,0.25999999046325684
1682506439.637512,14800,0.28999999165534973
1682506441.6474009,15000,0.3100000023841858
1682506443.5888178,15200,0.33000001311302185
1682506445.663775,15400,0.3400000035762787
1682506447.6241658,15600,0.36000001430511475
1682506449.6504462,15800,0.38999998569488525
1682506451.695862,16000,0.4099999964237213
1682506453.667852,16200,0.4300000071525574
1682506455.704982,16400,0.44999998807907104
1682506457.6861582,16600,0.44999998807907104
1682506459.733071,16800,0.49000000953674316
1682506461.797625,17000,0.5199999809265137
1682506463.691991,17200,0.5199999809265137
1682506465.795903,17400,0.5400000214576721
1682506467.8010938,17600,0.550000011920929
1682506469.813718,17800,0.5699999928474426
1682506471.858294,18000,0.5699999928474426
1682506473.75324,18200,0.6100000143051147
1682506475.788998,18400,0.6100000143051147
1682506477.766468,18600,0.6100000143051147
1682506479.7948391,18800,0.6100000143051147
1682506481.8237948,19000,0.6399999856948853
1682506483.784322,19200,0.6600000262260437
1682506485.8979788,19400,0.6499999761581421
1682506487.881792,19600,0.6499999761581421
1682506489.951701,19800,0.6600000262260437
1682506491.9842482,20000,0.6600000262260437
1682506493.9259892,20200,0.6600000262260437
1682506496.1567008,20400,0.6800000071525574
1682506498.160842,20600,0.6800000071525574
1682506500.143911,20800,0.6800000071525574
1682506502.166699,21000,0.699999988079071
1682506504.0841112,21200,0.7099999785423279
1682506506.230604,21400,0.7200000286102295
1682506508.3001,21600,0.75
1682506510.323195,21800,0.7400000095367432
1682506512.474416,22000,0.7300000190734863
1682506514.539859,22200,0.75
1682506516.866563,22400,0.7599999904632568
1682506518.963493,22600,0.7799999713897705
1682506520.858308,22800,0.7799999713897705
1682506523.055618,23000,0.800000011920929
1682506525.164383,23200,0.7799999713897705
1682506527.2976341,23400,0.7699999809265137
1682506529.461709,23600,0.7799999713897705
1682506531.3561568,23800,0.800000011920929
1682506533.372297,24000,0.7799999713897705
1682506535.3975968,24200,0.7599999904632568
1682506537.610044,24400,0.7699999809265137
1682506539.8251379,24600,0.7699999809265137
1682506541.828009,24800,0.75
1682506544.0136588,25000,0.7400000095367432
1682506546.1636329,25200,0.7200000286102295
1682506548.257324,25400,0.7099999785423279
1682506550.46327,25600,0.7099999785423279
1682506552.4578419,25800,0.699999988079071
1682506554.4915452,26000,0.6800000071525574
1682506556.422272,26200,0.6800000071525574
1682506558.456641,26400,0.6700000166893005
1682506560.936492,26600,0.6499999761581421
1682506563.22994,26800,0.6499999761581421
1682506565.741786,27000,0.6600000262260437
1682506567.9294772,27200,0.6399999856948853
1682506570.061552,27400,0.6299999952316284
1682506572.30725,27600,0.6200000047683716
1682506574.6263812,27800,0.6399999856948853
1682506576.7529652,28000,0.6299999952316284
1682506578.78009,28200,0.6399999856948853
1682506580.6931689,28400,0.6399999856948853
1682506582.7137148,28600,0.6399999856948853
1682506584.687746,28800,0.6299999952316284
1682506586.708093,29000,0.6399999856948853
1682506588.793282,29200,0.6499999761581421
1682506590.714022,29400,0.6200000047683716
1682506592.728161,29600,0.6299999952316284
1682506594.674345,29800,0.6399999856948853
1682506596.632709,30000,0.6399999856948853
1682506598.698014,30200,0.6600000262260437
1682506600.5918,30400,0.6600000262260437
1682506602.6373,30600,0.6600000262260437
1682506604.6017978,30800,0.6700000166893005
1682506606.625369,31000,0.6800000071525574
1682506608.680775,31200,0.6899999976158142
1682506610.6007638,31400,0.6800000071525574
1682506612.632895,31600,0.6800000071525574
1682506614.5973911,31800,0.6700000166893005
1682506616.607903,32000,0.6700000166893005
1682506618.667757,32200,0.699999988079071
1682506620.566329,32400,0.699999988079071
1682506622.8438668,32600,0.7099999785423279
1682506625.1648378,32800,0.7099999785423279
1682506627.290286,33000,0.7099999785423279
1682506629.5331829,33200,0.7200000286102295
1682506631.570071,33400,0.7099999785423279
