Wall time,Step,Value
1682945840.629854,3,0.0
1682945841.4311428,4,0.0
1682945847.672218,10,0.0
1682945851.3434281,14,0.0
1682945852.377084,15,0.0
1682945855.3557692,18,0.0
1682945856.435951,19,0.0
1682945857.560342,20,0.0
1682945860.558072,22,0.0
1682945861.937321,23,0.0
1682945866.3681312,26,0.0
1682945867.620199,27,0.0
1682945887.142386,38,0.0
1682945891.24852,40,0.0
1682945907.244385,47,0.0
1682945909.583669,48,0.0
1682945911.9462662,49,0.0
1682945916.7975512,51,0.0
1682945923.37201,54,0.0
1682945930.3005319,57,0.0
1682945936.859241,60,0.0
1682945938.956716,61,0.0
1682945941.1888561,62,0.0
1682945943.386612,63,0.0
1682945947.675688,65,0.0
1682945949.485003,66,0.0
1682945951.485954,67,0.0
1682945953.607285,68,0.0
1682945957.1420422,70,0.0
1682945959.02569,71,0.0
1682945970.0099351,77,0.0
1682945974.3880022,79,0.0
1682945982.4058728,82,0.0
1682945989.708212,85,0.0
1682945998.605381,89,0.0
1682946020.692071,99,0.0
1682946029.146742,103,0.0
1682946036.0123389,106,0.0
1682946038.2636108,107,0.0
1682946042.458904,109,0.0
1682946057.8231108,116,0.0
1682946069.2471921,121,0.0
1682946078.020894,125,0.0
1682946080.3961952,126,0.0
1682946084.873746,128,0.0
1682946089.465018,130,0.0
1682946103.295014,136,0.009999999776482582
1682946105.397962,137,0.009999999776482582
1682946120.45362,144,0.029999999329447746
1682946125.092779,146,0.029999999329447746
1682946127.201515,147,0.029999999329447746
1682946133.77917,150,0.029999999329447746
1682946149.270831,157,0.03999999910593033
1682946155.185382,160,0.03999999910593033
1682946159.321312,162,0.03999999910593033
1682946163.5352352,164,0.03999999910593033
1682946176.890017,170,0.03999999910593033
1682946179.6733062,171,0.03999999910593033
1682946182.665725,172,0.03999999910593033
1682946194.2635589,177,0.03999999910593033
1682946202.934093,181,0.05000000074505806
1682946209.728957,184,0.05000000074505806
1682946211.857334,185,0.05999999865889549
1682946213.9447832,186,0.05999999865889549
1682946223.780283,190,0.05999999865889549
1682946226.0177238,191,0.05999999865889549
1682946228.421877,192,0.05999999865889549
1682946243.6361861,199,0.07000000029802322
1682946249.932617,202,0.07000000029802322
1682946252.373805,203,0.07000000029802322
1682946254.6573598,204,0.07000000029802322
1682946256.921569,205,0.07000000029802322
1682946265.9329438,207,0.07000000029802322
1682946273.8428411,211,0.07000000029802322
1682946277.795978,213,0.07000000029802322
1682946281.8404841,215,0.07000000029802322
1682946353.581815,219,0.07000000029802322
1682946357.511232,220,0.07000000029802322
1682946360.574956,221,0.07000000029802322
1682946369.72652,224,0.07000000029802322
1682946381.070189,229,0.07000000029802322
1682946404.5110898,239,0.07000000029802322
1682946409.618231,241,0.05999999865889549
1682946416.746773,244,0.05000000074505806
1682946418.9897048,245,0.05000000074505806
1682946421.5038888,246,0.05000000074505806
1682946439.5071628,254,0.05000000074505806
1682946452.5707269,258,0.03999999910593033
1682946456.169012,259,0.03999999910593033
1682946460.225059,260,0.03999999910593033
1682946490.76755,271,0.03999999910593033
1682946501.216495,274,0.05000000074505806
1682946507.6133409,276,0.05000000074505806
1682946512.275979,278,0.03999999910593033
1682946516.968308,280,0.03999999910593033
1682946521.48141,282,0.05000000074505806
1682946528.2312782,285,0.03999999910593033
1682946535.060469,288,0.03999999910593033
1682946539.701057,290,0.03999999910593033
1682946551.023772,295,0.03999999910593033
1682946555.686029,297,0.03999999910593033
1682946557.963954,298,0.029999999329447746
1682946574.7589812,306,0.029999999329447746
1682946577.498975,308,0.029999999329447746
1682946583.3083038,312,0.029999999329447746
1682946589.402693,316,0.029999999329447746
1682946592.040027,318,0.029999999329447746
1682946593.360088,319,0.029999999329447746
1682946597.259428,322,0.029999999329447746
1682946617.884795,337,0.05000000074505806
1682946619.2767081,338,0.05000000074505806
1682946625.870065,343,0.05000000074505806
1682946629.078511,345,0.05000000074505806
1682946631.313247,346,0.05000000074505806
1682946642.038841,352,0.05000000074505806
1682946645.208255,354,0.05000000074505806
1682946652.6955829,358,0.05000000074505806
1682946658.58619,362,0.05000000074505806
1682946660.4213288,363,0.05000000074505806
1682946661.9357078,364,0.05000000074505806
1682946663.650551,365,0.05000000074505806
