Wall time,Step,Value
1684796429.6560051,0,0.6046941876411438
1684796429.667511,1,0.6046941876411438
1684796429.6789289,2,0.6046941876411438
1684796429.690218,3,0.6046941876411438
1684796429.702423,4,0.6046941876411438
1684796429.7149289,5,0.6046941876411438
1684796429.726414,6,0.6046941876411438
1684796429.7380521,7,0.6046941876411438
1684796429.7494369,8,0.6046941876411438
1684796429.7615721,9,0.6046941876411438
1684796429.7730958,10,0.6046941876411438
1684796429.78493,11,0.6046941876411438
1684796429.797239,12,0.6046941876411438
1684796429.8086631,13,0.6046941876411438
1684796429.820749,14,0.6046941876411438
1684796429.83269,15,0.6046941876411438
1684796429.844695,16,0.6046941876411438
1684796429.857892,17,0.6046941876411438
1684796429.870073,18,0.6046941876411438
1684796429.882698,19,0.6046941876411438
1684796429.8952162,20,0.6046941876411438
1684796429.908488,21,0.6046941876411438
1684796429.918158,22,0.6046941876411438
1684796429.927129,23,0.6046941876411438
1684796429.937546,24,0.6046941876411438
1684796429.9480588,25,0.6046941876411438
1684796429.959799,26,0.6046941876411438
1684796429.97052,27,0.6046941876411438
1684796429.979233,28,0.6046941876411438
1684796429.991605,29,0.6046941876411438
1684796430.0012841,30,0.6046941876411438
1684796430.012037,31,0.6046941876411438
1684796430.023306,32,0.6046941876411438
1684796430.03374,33,0.6046941876411438
1684796430.043844,34,0.6046941876411438
1684796430.053987,35,0.6046941876411438
1684796430.0644412,36,0.6046941876411438
1684796430.076203,37,0.6046941876411438
1684796430.085162,38,0.6046941876411438
1684796430.096739,39,0.6046941876411438
1684796430.1076748,40,0.6046941876411438
1684796430.116894,41,0.6046941876411438
1684796430.129743,42,0.6046941876411438
1684796430.140822,43,0.6046941876411438
1684796430.15487,44,0.6046941876411438
1684796430.1671839,45,0.6046941876411438
1684796430.178475,46,0.6046941876411438
1684796430.187666,47,0.6046941876411438
1684796430.198637,48,0.6046941876411438
