Wall time,Step,Value
1684795632.3864489,0,5.519928336639168e-08
1684795632.393513,1,-0.025341477245092392
1684795632.4007921,2,0.013385201804339886
1684795632.4104419,3,-0.026759233325719833
1684795632.421494,4,-0.02217238023877144
1684795632.428726,5,-0.022959807887673378
1684795632.435758,6,-0.017892198637127876
1684795632.442843,7,-0.0012996020959690213
1684795632.449924,8,0.008782991208136082
1684795632.459007,9,-0.011144126765429974
1684795632.469811,10,0.025798873975872993
1684795632.477481,11,-0.0049097007140517235
1684795632.484538,12,-0.014191177673637867
1684795632.491926,13,-0.011110174469649792
1684795632.499156,14,0.010643943212926388
1684795632.507605,15,-0.009369712322950363
1684795632.518753,16,-0.011351389810442924
1684795632.526782,17,0.010670727118849754
1684795632.534397,18,-0.0017106096493080258
1684795632.543094,19,0.0029708780348300934
1684795632.551252,20,0.011916283518075943
1684795632.5617101,21,-0.013351768255233765
1684795632.571939,22,0.01870383322238922
1684795632.579222,23,-0.0177448857575655
1684795632.586533,24,0.007491210009902716
1684795632.594039,25,-0.009888600558042526
1684795632.601304,26,0.0008024082635529339
1684795632.610702,27,-0.003994083032011986
1684795632.6214368,28,0.0038682236336171627
1684795632.628723,29,0.002283674431964755
1684795632.635854,30,-0.006073580123484135
1684795632.64323,31,0.026538535952568054
1684795632.6505668,32,-0.020118681713938713
1684795632.659628,33,0.0033959406428039074
1684795632.670492,34,-0.01238576415926218
1684795632.6796548,35,0.004584082402288914
1684795632.689882,36,0.013460907153785229
1684795632.697341,37,-0.012758094817399979
1684795632.705106,38,-0.00015805521979928017
1684795632.716293,39,-0.005707704462110996
1684795632.72503,40,0.01112265232950449
1684795632.732258,41,-0.004282831214368343
1684795632.739452,42,-0.0013587515568360686
1684795632.746815,43,0.006558769848197699
1684795632.754169,44,0.005052440334111452
1684795632.765483,45,-0.003927546087652445
1684795632.774806,46,-0.003524042898789048
1684795632.7822568,47,0.0029918577056378126
1684795632.7898,48,-0.0017797921318560839
