Wall time,Step,Value
1684795632.38648,0,4.733256446343148e-06
1684795632.393544,1,0.0006148015963844955
1684795632.400823,2,0.00012011829676339403
1684795632.410489,3,0.001112640369683504
1684795632.4215739,4,0.000522530812304467
1684795632.428758,5,0.0002722275967244059
1684795632.435789,6,-4.8779762437334284e-05
1684795632.4428742,7,6.351689535222249e-06
1684795632.449955,8,0.00014169662608765066
1684795632.459073,9,0.0006184507510624826
1684795632.4698539,10,0.00033330218866467476
1684795632.477513,11,0.001093122991733253
1684795632.484569,12,0.0009474449325352907
1684795632.491958,13,0.0005056133959442377
1684795632.499187,14,0.00012198796321172267
1684795632.507649,15,0.0006180027849040926
1684795632.518801,16,0.00042497695540077984
1684795632.526813,17,0.0001334252447122708
1684795632.534428,18,0.0004408280656207353
1684795632.543125,19,0.0001826556253945455
1684795632.551283,20,0.00019485435041133314
1684795632.56176,21,0.0008008586009964347
1684795632.57197,22,0.00022840220481157303
1684795632.579253,23,0.0011272402480244637
1684795632.5865731,24,7.620424730703235e-05
1684795632.59407,25,0.0005080606206320226
1684795632.601335,26,4.1757954022614285e-05
1684795632.6107469,27,0.00014780322089791298
1684795632.6214678,28,4.809347592527047e-05
1684795632.628754,29,8.927763701649383e-05
1684795632.6358862,30,0.0002728445397224277
1684795632.643284,31,0.0003868473577313125
1684795632.650599,32,0.001509712659753859
1684795632.659691,33,0.0003676712221931666
1684795632.670534,34,0.0006480788579210639
1684795632.6796858,35,-2.5890580218401738e-05
1684795632.689974,36,0.0002587983035482466
1684795632.6973708,37,0.000870122981723398
1684795632.7051651,38,0.0002288017567479983
1684795632.7163641,39,0.00029203935991972685
1684795632.7250612,40,0.00014694890705868602
1684795632.732289,41,0.0005255616270005703
1684795632.7394838,42,0.00026796601014211774
1684795632.746847,43,8.774400339461863e-05
1684795632.754205,44,0.00013029943511355668
1684795632.765543,45,0.0003270838351454586
1684795632.774839,46,0.0001947312557604164
1684795632.7822878,47,2.9681603336939588e-05
1684795632.789844,48,0.00015049183275550604
