Wall time,Step,Value
1684796429.656022,0,0.5921914577484131
1684796429.667538,1,0.5921914577484131
1684796429.6789591,2,0.5921914577484131
1684796429.690251,3,0.5921914577484131
1684796429.702445,4,0.5921914577484131
1684796429.715041,5,0.5921914577484131
1684796429.726468,6,0.5921914577484131
1684796429.7380831,7,0.5921914577484131
1684796429.749461,8,0.5921914577484131
1684796429.761599,9,0.5921914577484131
1684796429.773123,10,0.5921914577484131
1684796429.784954,11,0.5921914577484131
1684796429.7972622,12,0.5921914577484131
1684796429.808696,13,0.5921914577484131
1684796429.8207822,14,0.5921914577484131
1684796429.832721,15,0.5921914577484131
1684796429.8447502,16,0.5921914577484131
1684796429.85801,17,0.5921914577484131
1684796429.870089,18,0.5921914577484131
1684796429.882752,19,0.5921914577484131
1684796429.8952389,20,0.5921914577484131
1684796429.908504,21,0.5921914577484131
1684796429.918189,22,0.5921914577484131
1684796429.9271512,23,0.5921914577484131
1684796429.93758,24,0.5921914577484131
1684796429.948077,25,0.5921914577484131
1684796429.959816,26,0.5921914577484131
1684796429.970549,27,0.5921914577484131
1684796429.979249,28,0.5921914577484131
1684796429.991637,29,0.5921914577484131
1684796430.001313,30,0.5921914577484131
1684796430.012059,31,0.5921914577484131
1684796430.0233228,32,0.5921914577484131
1684796430.033761,33,0.5921914577484131
1684796430.0438662,34,0.5921914577484131
1684796430.0540102,35,0.5921914577484131
1684796430.064459,36,0.5921914577484131
1684796430.076232,37,0.5921914577484131
1684796430.085183,38,0.5921914577484131
1684796430.096756,39,0.5921914577484131
1684796430.107703,40,0.5921914577484131
1684796430.1169112,41,0.5921914577484131
1684796430.1297631,42,0.5921914577484131
1684796430.1408541,43,0.5921914577484131
1684796430.154894,44,0.5921914577484131
1684796430.1672058,45,0.5921914577484131
1684796430.1784918,46,0.5921914577484131
1684796430.1876822,47,0.5921914577484131
1684796430.198658,48,0.5921914577484131
