Wall time,Step,Value
1684796429.656054,0,-2.429274445603369e-06
1684796429.6675851,1,0.02587522566318512
1684796429.6790242,2,-0.008826144970953465
1684796429.690372,3,0.02349144034087658
1684796429.7024949,4,-0.006212509702891111
1684796429.7151182,5,-0.00782809965312481
1684796429.72652,6,0.006258610635995865
1684796429.738128,7,0.0052489363588392735
1684796429.749511,8,-0.02394494228065014
1684796429.761649,9,0.015417746268212795
1684796429.7731771,10,0.014978568069636822
1684796429.7849998,11,0.011545137502253056
1684796429.797308,12,-0.022450050339102745
1684796429.8087611,13,0.01689794287085533
1684796429.820894,14,-0.022328194230794907
1684796429.832774,15,0.022487232461571693
1684796429.844831,16,-0.0001616855151951313
1684796429.858091,17,-0.009052598848938942
1684796429.870145,18,-0.0069030094891786575
1684796429.882858,19,0.015435338951647282
1684796429.895283,20,-0.014875313267111778
1684796429.908536,21,0.004451489541679621
1684796429.918229,22,-0.009334776550531387
1684796429.9271948,23,0.013322737999260426
1684796429.937692,24,-0.011309284716844559
1684796429.948114,25,0.014751605689525604
1684796429.959848,26,-0.019011005759239197
1684796429.970613,27,0.014124403707683086
1684796429.979282,28,-0.005599917843937874
1684796429.991691,29,0.006533661857247353
1684796430.00135,30,-0.006277682259678841
1684796430.0121,31,-0.017314782366156578
1684796430.023354,32,0.028495334088802338
1684796430.033804,33,-0.003557782154530287
1684796430.043909,34,0.006088548339903355
1684796430.0540538,35,-0.00810136366635561
1684796430.064491,36,0.01159422192722559
1684796430.076272,37,0.0020009418949484825
1684796430.085227,38,-0.012100227177143097
1684796430.096788,39,-0.015524627640843391
1684796430.1077602,40,0.011529277078807354
1684796430.1169431,41,0.00010634568752720952
1684796430.129801,42,0.002546895295381546
1684796430.1409101,43,0.0042772842571139336
1684796430.1550038,44,-0.02647605910897255
1684796430.1672478,45,0.016942989081144333
1684796430.178526,46,-0.0057165492326021194
1684796430.1877198,47,-0.003437273669987917
1684796430.1987,48,0.012245701625943184
