Wall time,Step,Value
1684796429.656071,0,4.733256446343148e-06
1684796429.667607,1,0.0005888933665119112
1684796429.679057,2,0.00012312021863181144
1684796429.690421,3,0.0010885086376219988
1684796429.702519,4,0.00047365136560983956
1684796429.715148,5,0.0003030736406799406
1684796429.726542,6,-2.2175510821398348e-05
1684796429.738144,7,2.892771817641915e-06
1684796429.749527,8,0.00013621454127132893
1684796429.761674,9,0.0006704421830363572
1684796429.773207,10,0.00036649571848101914
1684796429.7850251,11,0.0011231346288695931
1684796429.797338,12,0.0009534161072224379
1684796429.808782,13,0.00028291402850300074
1684796429.820925,14,0.00019716285169124603
1684796429.832801,15,0.00013970751024316996
1684796429.844857,16,0.0003348852333147079
1684796429.858115,17,0.00014862717944197357
1684796429.870176,18,0.0007422519847750664
1684796429.8828852,19,0.00021929842478130013
1684796429.895308,20,0.0009317495860159397
1684796429.908928,21,7.538558566011488e-05
1684796429.918248,22,0.0003099073364865035
1684796429.927216,23,0.001295776106417179
1684796429.93773,24,0.00012229804997332394
1684796429.948132,25,0.0011881954269483685
1684796429.9598641,26,2.4277880584122613e-05
1684796429.970646,27,0.0005943120922893286
1684796429.979298,28,0.00017019275401253253
1684796429.991713,29,0.0005634107510559261
1684796430.001367,30,0.0004251192440278828
1684796430.0121212,31,0.0004092482558917254
1684796430.02337,32,0.0015295689227059484
1684796430.033826,33,0.00013109987776260823
1684796430.0439308,34,0.0006052953540347517
1684796430.0541031,35,0.00019723574223462492
1684796430.0645068,36,0.0004398281453177333
1684796430.076288,37,0.00027546921046450734
1684796430.0852501,38,2.7288026103633456e-05
1684796430.096805,39,0.00023711411631666124
1684796430.1077828,40,0.00012883235467597842
1684796430.11696,41,0.00020207588386256248
1684796430.1298182,42,0.0007379447924904525
1684796430.140935,43,-2.2768388589611277e-05
1684796430.155037,44,0.00012708389840554446
1684796430.1672692,45,0.00010433131683385
1684796430.1785421,46,0.00016660492110531777
1684796430.187736,47,9.748985030455515e-05
1684796430.198721,48,0.0005748275434598327
